transaction_id,transaction_amount,transaction_type,user_upi_id,transaction_year,transaction_month,transaction_date,transaction_time,Merchant_id,initiation_channel,geo_coordinates_latitude,geo_coordinates_longitude,remote_access_detected,Fraud Type,fraud_label,label_confidence
TXN002282,100,PAY,user018@okbank,2026,3,20/03/26,10:05:00,MER0054,QR,12.9543223898,77.5765264549,No,NONE,No,0.2
TXN000278,27027,PAY,user050@okbank,2026,6,22/06/26,11:26:00,MER0192,VPA,12.9828106502,77.5997655419,No,NONE,No,0.31
TXN000220,39924,PAY,user045@okbank,2026,6,07/06/26,17:10:00,MER0105,IN_APP,13.0361517434,77.5952333418,Yes,INVESTMENT_SCAM,Yes,0.63
TXN000729,5200,PAY,user026@okbank,2026,5,23/05/26,7:54:00,MER0135,MOBILE,13.0165909202,77.5700044655,No,NONE,No,0.33
TXN004572,8421,PAY,user017@okbank,2026,4,15/04/26,10:34:00,MER0112,ACCOUNT_IFSC,12.8874835134,77.6434055288,No,NONE,No,0.22
TXN001920,23721,PAY,user027@okbank,2026,6,08/06/26,21:45:00,MER0061,ACCOUNT_IFSC,12.9734802143,77.6734264266,No,NONE,No,0.14
TXN003509,18104,PAY,user010@okbank,2026,5,05/05/26,18:17:00,MER0092,MOBILE,12.9668719567,77.6065185732,No,NONE,No,0.14
TXN003760,30003,PAY,user027@okbank,2026,4,08/04/26,18:21:00,MER0096,INTENT,12.9954850915,77.5546135275,No,NONE,No,0.39
TXN002541,26645,PAY,user015@okbank,2026,3,16/03/26,23:09:00,MER0128,IN_APP,12.885903318,77.605533455,No,NONE,No,0.35
TXN003783,12931,PAY,user030@okbank,2026,5,11/05/26,3:43:00,MER0076,MANDATE,12.9910172029,77.5040018371,No,NONE,No,0.35
TXN001461,24037,PAY,user003@okbank,2026,4,13/04/26,21:09:00,MER0185,MOBILE,12.9762380494,77.644581554,No,NONE,No,0.19
TXN004942,23112,PAY,user029@okbank,2026,1,13/01/26,9:46:00,MER0026,MANDATE,12.9935196492,77.5398580391,Yes,NONE,No,0.17
TXN001709,31589,PAY,user023@okbank,2026,4,01/04/26,0:32:00,MER0169,COLLECT,12.9040068264,77.7065151327,No,NONE,No,0.32
TXN003304,16983,PAY,user032@okbank,2026,1,26/01/26,2:38:00,MER0007,INTENT,13.0420052792,77.5597671979,No,NONE,No,0.19
TXN004884,30580,PAY,user004@okbank,2026,6,12/06/26,16:41:00,MER0073,ACCOUNT_IFSC,12.9826800401,77.6060349559,No,NONE,No,0.2
TXN004734,14866,PAY,user015@okbank,2026,3,13/03/26,10:55:00,MER0053,MANDATE,12.985037857,77.6213426792,No,NONE,No,0.3
TXN002321,6630,PAY,user022@okbank,2026,5,17/05/26,11:44:00,MER0049,VPA,13.014282252,77.6593990768,No,NONE,No,0.29
TXN003886,36242,PAY,user010@okbank,2026,3,22/03/26,12:53:00,MER0144,COLLECT,12.9930193713,77.6299899585,No,NONE,No,0.29
TXN001192,44415,PAY,user006@okbank,2026,3,28/03/26,16:37:00,MER0093,MANDATE,12.9446160376,77.4939138867,No,NONE,No,0.44
TXN002395,11984,PAY,user043@okbank,2026,6,05/06/26,21:55:00,MER0004,INTENT,12.9421186809,77.6050481739,No,NONE,No,0.11
TXN004463,100,PAY,user035@okbank,2026,1,14/01/26,21:24:00,MER0162,INTENT,12.9683651341,77.6509047261,No,NONE,No,0.24
TXN002779,4576,PAY,user009@okbank,2026,2,01/02/26,16:34:00,MER0043,MOBILE,12.9049247174,77.5592668331,No,NONE,No,0.37
TXN000942,17318,PAY,user027@okbank,2026,5,20/05/26,16:37:00,MER0100,ACCOUNT_IFSC,13.0292081921,77.5663802939,No,NONE,No,0.07
TXN000948,12379,PAY,user009@okbank,2026,5,11/05/26,13:07:00,MER0048,COLLECT,13.1112885042,77.6185333895,No,NONE,No,0.42
TXN002229,18861,PAY,user044@okbank,2026,2,12/02/26,19:05:00,MER0138,ACCOUNT_IFSC,13.0466951016,77.5672293171,No,NONE,No,0.18
TXN004812,8620,PAY,user049@okbank,2026,3,18/03/26,0:40:00,MER0083,IN_APP,13.0174768116,77.5209047315,No,NONE,No,0.02
TXN000783,31374,PAY,user041@okbank,2026,4,05/04/26,2:34:00,MER0042,MANDATE,12.9410859277,77.5804976628,No,NONE,No,0.26
TXN001608,100,PAY,user017@okbank,2026,2,24/02/26,10:49:00,MER0165,QR,13.0451890998,77.69062353,No,NONE,No,0.41
TXN000063,65882,PAY,user006@okbank,2026,4,12/04/26,13:26:00,MER0092,ACCOUNT_IFSC,12.9635637828,77.5845254926,No,COLLECT_REQUEST_FRAUD,Yes,0.92
TXN000718,20518,PAY,user023@okbank,2026,3,23/03/26,1:45:00,MER0162,COLLECT,13.0216790186,77.6650830503,No,NONE,No,0.17
TXN002687,16221,PAY,user006@okbank,2026,6,08/06/26,1:28:00,MER0163,ACCOUNT_IFSC,12.9585870172,77.562506756,No,NONE,No,0.03
TXN003370,16845,PAY,user032@okbank,2026,5,25/05/26,15:27:00,MER0124,QR,12.9874767833,77.5629261016,No,NONE,No,0.48
TXN002527,29249,PAY,user029@okbank,2026,3,07/03/26,12:59:00,MER0095,MOBILE,12.9653537916,77.6137002315,No,NONE,No,0.35
TXN004515,13318,PAY,user008@okbank,2026,4,09/04/26,19:02:00,MER0086,VPA,12.9179091802,77.4992885709,No,NONE,No,0.17
TXN002991,9392,PAY,user009@okbank,2026,1,15/01/26,8:10:00,MER0105,MANDATE,13.0194907757,77.5945671296,No,NONE,No,0.14
TXN004298,19774,PAY,user038@okbank,2026,3,26/03/26,6:58:00,MER0110,MOBILE,13.022117761,77.5693781552,No,NONE,No,0.37
TXN000770,19136,PAY,user008@okbank,2026,3,14/03/26,19:00:00,MER0040,VPA,12.9979770707,77.6548277987,No,NONE,No,0.2
TXN003293,13092,PAY,user025@okbank,2026,5,09/05/26,12:09:00,MER0018,VPA,12.9424012018,77.5601635268,No,NONE,No,0.25
TXN002358,22258,PAY,user024@okbank,2026,5,02/05/26,12:02:00,MER0087,QR,12.9647607236,77.5648775923,No,NONE,No,0.32
TXN004869,24849,PAY,user032@okbank,2026,5,02/05/26,19:44:00,MER0153,INTENT,13.0413054764,77.5427806095,No,NONE,No,0.41
TXN004341,12122,PAY,user001@okbank,2026,3,05/03/26,22:38:00,MER0093,INTENT,12.9747703677,77.6180696915,No,NONE,No,0.27
TXN000430,10742,PAY,user046@okbank,2026,3,04/03/26,17:46:00,MER0147,INTENT,12.949725216,77.7320077354,No,NONE,No,0.35
TXN003911,4067,PAY,user024@okbank,2026,3,07/03/26,18:59:00,MER0131,QR,12.9542044357,77.5710449672,No,NONE,No,0.36
TXN001805,15294,PAY,user019@okbank,2026,5,20/05/26,5:24:00,MER0163,MOBILE,12.9836553706,77.6323574161,No,NONE,No,0.44
TXN004454,19738,PAY,user024@okbank,2026,1,10/01/26,16:19:00,MER0087,VPA,13.0275063763,77.553816417,No,NONE,No,0.13
TXN004502,15703,PAY,user008@okbank,2026,4,26/04/26,14:03:00,MER0168,ACCOUNT_IFSC,12.8705571192,77.5891826526,No,NONE,No,0.29
TXN003408,6668,PAY,user013@okbank,2026,1,20/01/26,14:47:00,MER0049,COLLECT,13.0560131889,77.5253331706,No,NONE,No,0.3
TXN001781,12718,PAY,user042@okbank,2026,6,09/06/26,11:47:00,MER0035,INTENT,12.9244872456,77.5674144098,No,NONE,No,0.49
TXN001373,17456,PAY,user011@okbank,2026,3,17/03/26,22:19:00,MER0185,COLLECT,12.9637785436,77.6162580239,Yes,NONE,No,0.2
TXN001808,15014,PAY,user008@okbank,2026,3,27/03/26,19:25:00,MER0108,IN_APP,12.9740286933,77.6448520815,No,NONE,No,0.37
TXN004059,10902,PAY,user023@okbank,2026,5,18/05/26,23:56:00,MER0061,ACCOUNT_IFSC,12.9578389713,77.5739374938,No,NONE,No,0.17
TXN002162,24000,PAY,user022@okbank,2026,5,01/05/26,23:17:00,MER0116,QR,12.9570480731,77.5694543046,No,NONE,No,0.34
TXN001980,25063,PAY,user037@okbank,2026,3,24/03/26,10:41:00,MER0036,QR,12.9021005561,77.6685441366,No,NONE,No,0.35
TXN003973,10615,PAY,user007@okbank,2026,5,05/05/26,0:39:00,MER0199,IN_APP,12.9532808322,77.5835035558,No,NONE,No,0.08
TXN002833,27325,PAY,user022@okbank,2026,5,19/05/26,10:32:00,MER0030,COLLECT,13.0012415248,77.6004238484,No,NONE,No,0.17
TXN000851,10523,PAY,user013@okbank,2026,6,01/06/26,10:10:00,MER0065,INTENT,12.8750382757,77.549720809,No,NONE,No,0.23
TXN002627,11304,PAY,user050@okbank,2026,3,01/03/26,9:10:00,MER0187,ACCOUNT_IFSC,12.9880125801,77.5857831049,No,NONE,No,0.22
TXN004820,9638,PAY,user001@okbank,2026,4,18/04/26,15:52:00,MER0030,IN_APP,13.0665198034,77.6398666058,No,NONE,No,0.31
TXN003688,9272,PAY,user002@okbank,2026,6,15/06/26,7:01:00,MER0154,ACCOUNT_IFSC,12.9453380589,77.5719955327,No,NONE,No,0.17
TXN003846,6982,PAY,user012@okbank,2026,5,09/05/26,7:36:00,MER0074,COLLECT,12.854009489,77.557564775,No,NONE,No,0.16
TXN003051,4564,PAY,user031@okbank,2026,2,28/02/26,8:57:00,MER0179,MANDATE,12.9556491442,77.5518334692,No,NONE,No,0.53
TXN003997,29608,PAY,user034@okbank,2026,2,27/02/26,7:42:00,MER0168,VPA,13.0220567979,77.565838013,No,NONE,No,0.19
TXN002338,13752,PAY,user049@okbank,2026,1,16/01/26,19:59:00,MER0039,MANDATE,13.0020451822,77.5437459541,No,NONE,No,0.38
TXN002748,16210,PAY,user006@okbank,2026,1,21/01/26,4:39:00,MER0116,MOBILE,12.9967344246,77.5758349884,No,NONE,No,0.44
TXN000246,74497,PAY,user008@okbank,2026,2,27/02/26,1:52:00,MER0106,ACCOUNT_IFSC,13.000661436,77.6204211528,No,QR_DECEPTION,Yes,0.68
TXN001697,15804,PAY,user007@okbank,2026,6,19/06/26,5:22:00,MER0029,COLLECT,12.8618155781,77.6004353112,No,NONE,No,0.29
TXN002736,39382,PAY,user038@okbank,2026,5,24/05/26,18:44:00,MER0084,MANDATE,13.0184960392,77.6279942074,No,NONE,No,0.47
TXN003782,5636,PAY,user037@okbank,2026,4,05/04/26,4:34:00,MER0135,MANDATE,12.9709483012,77.6117738025,No,NONE,No,0.44
TXN001271,20255,PAY,user047@okbank,2026,2,28/02/26,20:08:00,MER0130,MANDATE,12.9589636888,77.5052056606,No,NONE,No,0.23
TXN003788,18787,PAY,user031@okbank,2026,2,07/02/26,7:58:00,MER0046,INTENT,13.0150739033,77.6282686826,No,NONE,No,0.23
TXN002986,23594,PAY,user007@okbank,2026,1,01/01/26,6:00:00,MER0129,QR,12.8589617136,77.6218188147,No,NONE,No,0.32
TXN002181,12558,PAY,user019@okbank,2026,5,13/05/26,21:20:00,MER0004,ACCOUNT_IFSC,13.0278911876,77.6097313677,No,NONE,No,0.02
TXN003915,38980,PAY,user028@okbank,2026,5,14/05/26,10:19:00,MER0039,VPA,12.9535035138,77.5394401972,No,NONE,No,0.49
TXN004974,16975,PAY,user025@okbank,2026,3,01/03/26,0:28:00,MER0139,INTENT,13.051652695,77.5240496125,No,NONE,No,0.17
TXN004893,11062,PAY,user014@okbank,2026,3,08/03/26,5:16:00,MER0131,MOBILE,12.9926284579,77.5900564955,No,NONE,No,0.23
TXN002084,624,PAY,user011@okbank,2026,1,01/01/26,15:01:00,MER0037,COLLECT,12.9125849518,77.648187272,No,NONE,No,0.3
TXN001010,19564,PAY,user019@okbank,2026,4,07/04/26,3:46:00,MER0020,MANDATE,13.0687237183,77.5961941922,No,NONE,No,0.14
TXN004450,22353,PAY,user020@okbank,2026,1,18/01/26,7:27:00,MER0031,COLLECT,12.9687749643,77.5797277867,No,NONE,No,0.1
TXN004083,6699,PAY,user019@okbank,2026,3,27/03/26,9:22:00,MER0078,MOBILE,12.95438101,77.573775009,No,NONE,No,0.13
TXN004802,7761,PAY,user014@okbank,2026,3,20/03/26,17:17:00,MER0041,IN_APP,12.9750447904,77.5305520839,Yes,NONE,No,0.2
TXN004014,4100,PAY,user043@okbank,2026,1,14/01/26,9:06:00,MER0169,VPA,13.0313726249,77.6856713071,No,NONE,No,0.21
TXN004847,2902,PAY,user035@okbank,2026,1,20/01/26,2:17:00,MER0156,IN_APP,12.8874376935,77.5679137675,No,NONE,No,0.22
TXN004052,7690,PAY,user017@okbank,2026,1,17/01/26,8:52:00,MER0109,INTENT,13.0834450154,77.5826449523,No,NONE,No,0.43
TXN003967,16104,PAY,user007@okbank,2026,6,13/06/26,9:29:00,MER0093,MOBILE,12.9870059943,77.5747987709,No,NONE,No,0.25
TXN003739,4982,PAY,user047@okbank,2026,5,28/05/26,20:59:00,MER0107,VPA,12.9613372985,77.5999036851,No,NONE,No,0.44
TXN003589,24897,PAY,user050@okbank,2026,3,17/03/26,5:20:00,MER0105,MANDATE,12.9853485719,77.5619033484,No,NONE,No,0.05
TXN004930,13025,PAY,user046@okbank,2026,2,25/02/26,11:52:00,MER0124,IN_APP,12.9254801551,77.5919718398,No,NONE,No,0.32
TXN004892,6720,PAY,user050@okbank,2026,1,16/01/26,3:49:00,MER0095,QR,12.9614885161,77.6284627582,No,NONE,No,0.25
TXN004470,25480,PAY,user014@okbank,2026,2,16/02/26,12:21:00,MER0149,INTENT,12.9333699981,77.641987045,No,NONE,No,0.56
TXN002140,22210,PAY,user014@okbank,2026,3,09/03/26,5:37:00,MER0010,INTENT,13.0692814425,77.6212544211,No,NONE,No,0.17
TXN001791,20440,PAY,user001@okbank,2026,3,05/03/26,19:45:00,MER0153,MANDATE,13.0028451532,77.5662321483,No,NONE,No,0.28
TXN002439,6164,PAY,user031@okbank,2026,2,04/02/26,19:07:00,MER0101,ACCOUNT_IFSC,13.0354189579,77.6935610793,No,NONE,No,0.56
TXN003193,11673,PAY,user009@okbank,2026,4,09/04/26,14:08:00,MER0199,COLLECT,12.8784698826,77.5942597291,No,NONE,No,0.05
TXN003685,20240,PAY,user017@okbank,2026,3,22/03/26,22:13:00,MER0142,ACCOUNT_IFSC,13.0699113091,77.5640483789,No,NONE,No,0.49
TXN002529,7980,PAY,user028@okbank,2026,2,17/02/26,5:45:00,MER0042,INTENT,12.9643291035,77.5804839394,No,NONE,No,0.13
TXN002198,31203,PAY,user010@okbank,2026,6,09/06/26,18:27:00,MER0165,ACCOUNT_IFSC,12.9675752075,77.570113059,No,NONE,No,0.35
TXN003665,22708,PAY,user008@okbank,2026,5,05/05/26,0:16:00,MER0029,ACCOUNT_IFSC,13.0389338564,77.5755328038,No,NONE,No,0.41
TXN003827,2337,PAY,user029@okbank,2026,2,04/02/26,0:03:00,MER0107,INTENT,12.8988680603,77.6307011395,No,NONE,No,0.46
TXN004091,21423,PAY,user007@okbank,2026,3,11/03/26,14:56:00,MER0171,QR,13.0068296958,77.5971592957,No,NONE,No,0.25
TXN003182,100,PAY,user010@okbank,2026,1,07/01/26,5:56:00,MER0066,MOBILE,13.0200154394,77.6136227468,No,NONE,No,0.17
TXN004277,6321,PAY,user030@okbank,2026,2,06/02/26,5:20:00,MER0050,QR,12.989642742,77.6046051263,No,NONE,No,0.51
TXN000548,9323,PAY,user027@okbank,2026,6,09/06/26,10:49:00,MER0135,MANDATE,12.9746573732,77.6311771621,No,NONE,No,0.17
TXN001084,2510,PAY,user043@okbank,2026,2,19/02/26,7:43:00,MER0038,ACCOUNT_IFSC,12.8910923818,77.6205051317,No,NONE,No,0.36
TXN002499,22096,PAY,user005@okbank,2026,1,14/01/26,16:04:00,MER0163,INTENT,12.9695451074,77.6826390498,No,NONE,No,0.33
TXN003189,7947,PAY,user047@okbank,2026,4,24/04/26,16:24:00,MER0076,IN_APP,13.0706493668,77.5355315125,No,NONE,No,0.33
TXN003030,24554,PAY,user016@okbank,2026,4,03/04/26,17:53:00,MER0130,MANDATE,13.0605269419,77.5869214585,No,NONE,No,0.09
TXN003871,1315,PAY,user021@okbank,2026,2,13/02/26,0:35:00,MER0183,VPA,13.0434734025,77.5967539001,No,NONE,No,0.23
TXN003615,26345,PAY,user001@okbank,2026,2,25/02/26,14:22:00,MER0033,IN_APP,12.9005937299,77.517532346,No,NONE,No,0.41
TXN003587,22988,PAY,user012@okbank,2026,3,21/03/26,21:59:00,MER0075,COLLECT,12.9856044714,77.6124298765,No,NONE,No,0.18
TXN001798,15836,PAY,user042@okbank,2026,4,24/04/26,6:53:00,MER0026,MANDATE,13.0036255324,77.6070046983,No,NONE,No,0.34
TXN003405,20982,PAY,user025@okbank,2026,1,08/01/26,6:43:00,MER0016,MANDATE,12.919278109,77.5952496956,No,NONE,No,0.28
TXN000812,2660,PAY,user002@okbank,2026,4,24/04/26,21:46:00,MER0085,COLLECT,13.0191711662,77.6262921744,No,NONE,No,0.32
TXN000830,23085,PAY,user050@okbank,2026,1,28/01/26,19:56:00,MER0026,INTENT,12.9757245176,77.6186008104,No,NONE,No,0.21
TXN001694,7066,PAY,user014@okbank,2026,1,10/01/26,8:22:00,MER0004,VPA,13.0117490332,77.6580780597,No,NONE,No,0.02
TXN000646,11384,PAY,user010@okbank,2026,3,04/03/26,16:47:00,MER0089,MANDATE,12.9358158222,77.6281808109,No,NONE,No,0.37
TXN001145,13108,PAY,user014@okbank,2026,3,14/03/26,0:21:00,MER0038,MOBILE,12.9819593917,77.5981877905,No,NONE,No,0.33
TXN002811,9221,PAY,user048@okbank,2026,4,21/04/26,17:50:00,MER0021,COLLECT,12.9644756663,77.5768920801,No,NONE,No,0.27
TXN003715,18326,PAY,user041@okbank,2026,3,19/03/26,18:48:00,MER0050,INTENT,13.0369963423,77.5197163407,No,NONE,No,0.29
TXN001508,9412,PAY,user030@okbank,2026,1,02/01/26,21:27:00,MER0059,VPA,12.9546211699,77.6380607835,No,NONE,No,0.7
TXN003860,21792,PAY,user009@okbank,2026,3,26/03/26,19:55:00,MER0012,ACCOUNT_IFSC,13.0152700972,77.6200629923,No,NONE,No,0.22
TXN002587,3050,PAY,user022@okbank,2026,3,17/03/26,3:06:00,MER0109,COLLECT,12.9410282367,77.6049492804,No,NONE,No,0.09
TXN000552,23582,PAY,user029@okbank,2026,1,05/01/26,8:41:00,MER0025,INTENT,13.0201841214,77.6442044026,No,NONE,No,0.42
TXN004759,16184,PAY,user036@okbank,2026,3,19/03/26,17:48:00,MER0123,IN_APP,12.9656252666,77.5485267423,No,NONE,No,0.37
TXN003108,19799,PAY,user029@okbank,2026,6,07/06/26,0:06:00,MER0135,IN_APP,12.9980423049,77.5571082649,No,NONE,No,0.49
TXN000741,33360,PAY,user019@okbank,2026,5,25/05/26,6:54:00,MER0027,MOBILE,13.0079391343,77.5374304775,No,NONE,No,0.23
TXN001691,100,PAY,user008@okbank,2026,1,07/01/26,11:41:00,MER0190,COLLECT,12.9207107924,77.6092003677,No,NONE,No,0.45
TXN003844,22445,PAY,user037@okbank,2026,1,07/01/26,22:23:00,MER0182,INTENT,13.05694569,77.5378235077,No,NONE,No,0.21
TXN004801,14213,PAY,user031@okbank,2026,5,23/05/26,14:31:00,MER0104,MANDATE,13.0231732609,77.602692544,No,NONE,No,0.2
TXN004785,16650,PAY,user013@okbank,2026,3,02/03/26,1:34:00,MER0049,MOBILE,12.9559405713,77.6073660309,No,NONE,No,0.31
TXN003376,1855,PAY,user030@okbank,2026,1,27/01/26,9:31:00,MER0014,QR,12.9595760974,77.5246738553,No,NONE,No,0.32
TXN002340,22870,PAY,user004@okbank,2026,1,24/01/26,8:41:00,MER0180,MOBILE,12.9824393151,77.649184176,No,NONE,No,0.4
TXN002598,14811,PAY,user034@okbank,2026,1,28/01/26,20:11:00,MER0162,COLLECT,13.0097383513,77.6393908567,No,NONE,No,0.33
TXN002910,11069,PAY,user048@okbank,2026,5,02/05/26,16:50:00,MER0179,MANDATE,13.0262420073,77.6500628439,No,NONE,No,0.37
TXN001189,100,PAY,user049@okbank,2026,4,13/04/26,5:24:00,MER0145,ACCOUNT_IFSC,12.8792838497,77.6427481655,No,NONE,No,0.28
TXN004868,100,PAY,user015@okbank,2026,6,03/06/26,15:40:00,MER0079,COLLECT,13.0571620804,77.5611799709,No,NONE,No,0.47
TXN003946,7121,PAY,user021@okbank,2026,6,12/06/26,4:14:00,MER0061,VPA,13.0637094301,77.6917964435,No,NONE,No,0.29
TXN000463,19992,PAY,user034@okbank,2026,2,15/02/26,18:47:00,MER0165,MOBILE,12.9635789623,77.5068317238,No,NONE,No,0.02
TXN001459,25261,PAY,user006@okbank,2026,4,02/04/26,7:39:00,MER0156,ACCOUNT_IFSC,12.9972424383,77.5896185011,No,NONE,No,0.11
TXN000792,20400,PAY,user020@okbank,2026,6,15/06/26,8:10:00,MER0175,MANDATE,12.951334361,77.5557686912,No,NONE,No,0.27
TXN003116,32122,PAY,user050@okbank,2026,4,28/04/26,17:18:00,MER0024,INTENT,13.0051479577,77.6755168592,No,NONE,No,0.31
TXN000334,27168,PAY,user036@okbank,2026,1,10/01/26,3:54:00,MER0028,QR,12.9834705105,77.5610246262,No,NONE,No,0.19
TXN000310,41947,PAY,user010@okbank,2026,6,13/06/26,6:17:00,MER0121,INTENT,12.936625149,77.6722128665,No,NONE,No,0.47
TXN002311,100,PAY,user035@okbank,2026,3,11/03/26,6:39:00,MER0177,INTENT,12.8848918493,77.6164974427,No,NONE,No,0.32
TXN001040,20121,PAY,user034@okbank,2026,4,08/04/26,8:47:00,MER0105,MOBILE,13.0396835595,77.6520686239,No,NONE,No,0.06
TXN004654,2347,PAY,user021@okbank,2026,2,17/02/26,22:43:00,MER0169,ACCOUNT_IFSC,12.9256785726,77.6287807524,No,NONE,No,0.2
TXN003424,15005,PAY,user044@okbank,2026,1,28/01/26,8:09:00,MER0158,MANDATE,12.9535603224,77.5094532888,No,NONE,No,0.49
TXN000453,3130,PAY,user032@okbank,2026,6,16/06/26,19:53:00,MER0083,QR,12.9678831455,77.5706890192,No,NONE,No,0.24
TXN003476,5572,PAY,user026@okbank,2026,4,09/04/26,8:01:00,MER0171,ACCOUNT_IFSC,13.0512855717,77.524200107,No,NONE,No,0.14
TXN000565,32327,PAY,user011@okbank,2026,2,15/02/26,21:13:00,MER0168,VPA,12.9949229199,77.622251363,No,NONE,No,0.33
TXN001859,16460,PAY,user021@okbank,2026,4,26/04/26,10:31:00,MER0075,IN_APP,12.9453495636,77.6405993683,No,NONE,No,0.1
TXN001513,6001,PAY,user014@okbank,2026,6,27/06/26,7:23:00,MER0148,COLLECT,13.0163784191,77.5739322001,No,NONE,No,0.46
TXN001158,12983,PAY,user032@okbank,2026,3,17/03/26,10:50:00,MER0034,MANDATE,12.9466630524,77.6399237022,No,NONE,No,0.18
TXN003993,100,PAY,user021@okbank,2026,5,06/05/26,16:30:00,MER0087,IN_APP,12.8970259976,77.5434866478,No,NONE,No,0.25
TXN002075,16690,PAY,user034@okbank,2026,1,13/01/26,15:53:00,MER0115,COLLECT,12.8673342814,77.4290834725,No,NONE,No,0.14
TXN003956,3897,PAY,user050@okbank,2026,6,19/06/26,21:10:00,MER0187,IN_APP,12.9747772361,77.5277450461,No,NONE,No,0.23
TXN001019,23473,PAY,user021@okbank,2026,3,18/03/26,15:03:00,MER0020,IN_APP,12.9666688904,77.5948690437,No,NONE,No,0.33
TXN002849,12660,PAY,user001@okbank,2026,2,21/02/26,20:09:00,MER0026,INTENT,13.0241077988,77.5094219075,No,NONE,No,0.19
TXN004748,8468,PAY,user037@okbank,2026,4,15/04/26,7:01:00,MER0156,ACCOUNT_IFSC,12.9616914657,77.5922153641,No,NONE,No,0.21
TXN000338,30763,PAY,user014@okbank,2026,5,11/05/26,10:08:00,MER0046,MOBILE,12.9322353151,77.641407643,No,NONE,No,0.29
TXN001673,26129,PAY,user005@okbank,2026,6,12/06/26,0:52:00,MER0086,MOBILE,12.9457864598,77.5027606528,No,NONE,No,0.41
TXN000797,21063,PAY,user004@okbank,2026,1,23/01/26,18:10:00,MER0030,IN_APP,13.0081128599,77.6222160834,No,NONE,No,0.18
TXN002353,5567,PAY,user048@okbank,2026,4,21/04/26,1:30:00,MER0073,COLLECT,13.0407138061,77.6040808619,No,NONE,No,0.28
TXN000226,25456,PAY,user043@okbank,2026,4,23/04/26,17:06:00,MER0142,COLLECT,12.9327967713,77.5599856601,No,REMOTE_ACCESS_FRAUD,Yes,0.91
TXN001639,100,PAY,user039@okbank,2026,3,08/03/26,13:09:00,MER0160,QR,12.8975154503,77.6153336426,No,NONE,No,0.45
TXN003186,8140,PAY,user010@okbank,2026,4,15/04/26,19:16:00,MER0166,INTENT,13.0329097725,77.5782517472,No,NONE,No,0.14
TXN003423,20353,PAY,user025@okbank,2026,4,16/04/26,7:19:00,MER0162,VPA,12.9359908577,77.5737355754,No,NONE,No,0.14
TXN004381,24244,PAY,user003@okbank,2026,6,18/06/26,17:56:00,MER0072,MANDATE,12.889035946,77.6231950356,No,NONE,No,0.34
TXN004106,28563,PAY,user001@okbank,2026,5,06/05/26,12:15:00,MER0086,IN_APP,12.9698078279,77.5514732695,No,NONE,No,0.39
TXN000190,8416,PAY,user040@okbank,2026,6,17/06/26,8:13:00,MER0007,COLLECT,12.9879557523,77.4989329886,No,TEST_THEN_DRAIN,Yes,0.42
TXN001590,22122,PAY,user025@okbank,2026,1,04/01/26,0:18:00,MER0180,ACCOUNT_IFSC,12.9386282218,77.5724583633,No,NONE,No,0.18
TXN002423,8970,PAY,user021@okbank,2026,3,14/03/26,9:04:00,MER0051,MOBILE,12.9972244987,77.7036639366,No,NONE,No,0.58
TXN000355,25798,PAY,user027@okbank,2026,4,01/04/26,7:23:00,MER0032,QR,12.9463402565,77.6212370872,No,NONE,No,0.17
TXN000916,22646,PAY,user046@okbank,2026,2,03/02/26,15:07:00,MER0036,QR,12.9703037697,77.5610679204,No,NONE,No,0.59
TXN003129,5487,PAY,user045@okbank,2026,1,13/01/26,16:24:00,MER0004,VPA,12.9861758823,77.6403687928,No,NONE,No,0.47
TXN001030,24047,PAY,user037@okbank,2026,2,25/02/26,6:01:00,MER0142,COLLECT,12.9966442834,77.5364469207,No,NONE,No,0.41
TXN003535,24459,PAY,user006@okbank,2026,4,28/04/26,17:20:00,MER0150,ACCOUNT_IFSC,12.8785497461,77.5961432258,No,NONE,No,0.45
TXN000314,18987,PAY,user040@okbank,2026,1,10/01/26,3:33:00,MER0179,COLLECT,13.0118399327,77.657820579,No,NONE,No,0.34
TXN004289,8370,PAY,user029@okbank,2026,1,11/01/26,16:11:00,MER0094,IN_APP,12.989184973,77.5791422999,No,NONE,No,0.42
TXN001498,14477,PAY,user005@okbank,2026,4,22/04/26,4:00:00,MER0198,MOBILE,12.956430209,77.6567244191,No,NONE,No,0.14
TXN003323,10068,PAY,user032@okbank,2026,6,27/06/26,16:06:00,MER0192,IN_APP,13.0120515484,77.5786088305,No,NONE,No,0.23
TXN003731,16947,PAY,user006@okbank,2026,5,21/05/26,7:51:00,MER0096,QR,12.9170334911,77.606265781,No,NONE,No,0.58
TXN002693,19994,PAY,user046@okbank,2026,1,19/01/26,13:49:00,MER0162,MOBILE,12.9617278429,77.6049083652,No,NONE,No,0.02
TXN004622,30054,PAY,user028@okbank,2026,6,14/06/26,17:10:00,MER0118,INTENT,12.9878520332,77.5797599348,No,NONE,No,0.02
TXN002473,13178,PAY,user003@okbank,2026,5,12/05/26,22:06:00,MER0074,QR,12.8882316319,77.6596045779,No,NONE,No,0.02
TXN001642,18691,PAY,user045@okbank,2026,5,25/05/26,2:44:00,MER0025,MANDATE,12.9900194229,77.5418790211,No,NONE,No,0.44
TXN004472,25744,PAY,user015@okbank,2026,2,27/02/26,19:46:00,MER0171,COLLECT,13.0270359581,77.5901318596,No,NONE,No,0.33
